Username,ID,ExperimentName,Session,Trial,Date,TimeDif,Condition Number,Stimuli File,Order File,Condition Description,Condition Notes,Stimuli*Cue,Stimuli*Answer,Stimuli*Shuffle,Stimuli*Shuffle 2,Stimuli*Stimuli Notes,Stimuli*Value,Procedure*Item,Procedure*Trial Type,Procedure*Max Time,Procedure*Min Time,Procedure*Text,Procedure*Procedure Notes,Procedure*Shuffle,Procedure*Shuffle 2,Procedure*Settings,Response*RT,Response*Response,Response*Accuracy,Response*RTfirst,Response*RTlast,Response*strictAcc,Response*lenientAcc,Response*focus,Response*Focus
93q84659q837,gpv7364cfr,Detecting Actions_1,1,1,2021-02-16T22:33:28+00:00,12.0665319,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,,,,,,,0,Instruct,-,10,"In this study, you will be asked to watch a series of short videos (approximately 5 seconds each). Each video will show a first-person perspective of an actor performing various actions. Please focus on the movement of the image because you will be asked to determine what the person is doing.",Initial_Instruct,Instruct1,,,11804,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,2,2021-02-16T22:33:39+00:00,10.54758692,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,,,,,,,0,Instruct,-,8,After each video you will be presented with a text box to type your answer. Please be as specific as possible but do not answer in more than TWO words.,,Instruct14,,,10210,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,3,2021-02-16T22:34:06+00:00,27.66009402,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,,,,,,,0,Instruct,User,-,"When you are ready to view the first video, please Press Next. Note that the videos will play as soon as you move to the next screen. You will be automatically advanced to the next screen upon conclusion of the video. You will not be able to replay the videos.",,Instruct16,,,27302,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,4,2021-02-16T22:34:14+00:00,7.484565973,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Jog.mp4,Jogging,1,,,6,2,Video,7,,,,OFF,1,,7006,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,5,2021-02-16T22:34:22+00:00,8.006832123,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Jog.mp4,Jogging,1,,,6,2,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,1,,7720,Jogging,100,2172,5643,1,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,6,2021-02-16T22:34:29+00:00,7.381493092,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Jump.mp4,Jumping,1,,,1,3,Video,7,,,,OFF,2,,7005,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,7,2021-02-16T22:34:34+00:00,5.026465893,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Jump.mp4,Jumping,1,,,1,3,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,2,,4744,Jumping ,100,1419,2385,1,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,8,2021-02-16T22:34:41+00:00,7.311249018,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Skip.mp4,Skipping,1,,,5,4,Video,7,,,,OFF,3,,7003,,,-1,-1,,,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,9,2021-02-16T22:34:46+00:00,4.899272919,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_Skip.mp4,Skipping,1,,,5,4,FreeRecall,User,,What is the person doing in the video you just watched? (No more than two words),,OFF,3,,4571,Skipping ,100,1119,2116,1,1,,1
93q84659q837,gpv7364cfr,Detecting Actions_1,1,10,2021-02-16T22:34:54+00:00,7.356474161,1,versionA_stim.csv,ActionProcedureEx1.csv,Experiment 1 videos,,Video/Animotica_F_JJacks.mp4,Jumping Jacks,1,,,2,5,Video,7,,,,OFF,4,,7007,,,-1,-1,,,,1
